ID,y
1,77.72953271028037
2,108.91923076923078
3,79.12962962962963
4,77.72953271028037
5,112.58532163742697
8,94.16145255474467
10,112.58532163742697
11,94.16145255474467
12,117.09285714285711
14,94.16145255474467
15,117.09285714285711
16,103.63915384615376
17,103.63915384615376
19,94.16145255474467
20,103.63915384615376
21,103.63915384615376
22,117.09285714285711
23,103.63915384615376
26,94.16145255474467
28,94.16145255474467
29,103.63915384615376
33,103.63915384615376
35,94.16145255474467
41,103.63915384615376
42,94.16145255474467
43,117.09285714285711
45,103.63915384615376
46,103.63915384615376
51,94.16145255474467
53,79.12962962962963
55,112.58532163742697
56,94.16145255474467
57,103.63915384615376
58,94.16145255474467
59,103.63915384615376
63,112.58532163742697
64,94.16145255474467
65,103.63915384615376
69,94.16145255474467
71,94.16145255474467
72,103.63915384615376
73,94.16145255474467
76,103.63915384615376
77,103.63915384615376
78,117.09285714285711
82,94.16145255474467
83,103.63915384615376
84,94.16145255474467
85,103.63915384615376
87,112.58532163742697
88,103.63915384615376
89,112.58532163742697
91,94.16145255474467
93,94.16145255474467
94,103.63915384615376
95,92.1433962264151
96,112.58532163742697
97,94.16145255474467
98,112.58532163742697
99,94.16145255474467
101,103.63915384615376
103,112.58532163742697
104,94.16145255474467
105,112.58532163742697
110,94.16145255474467
111,112.58532163742697
113,112.58532163742697
114,94.16145255474467
115,112.58532163742697
117,112.58532163742697
120,94.16145255474467
121,112.58532163742697
122,94.16145255474467
123,112.58532163742697
126,112.58532163742697
132,112.58532163742697
135,103.63915384615376
137,103.63915384615376
138,94.16145255474467
140,94.16145255474467
142,112.58532163742697
144,112.58532163742697
148,94.16145255474467
149,112.58532163742697
155,92.1433962264151
156,112.58532163742697
157,94.16145255474467
162,112.58532163742697
163,94.16145255474467
167,94.16145255474467
172,117.09285714285711
179,112.58532163742697
180,94.16145255474467
181,112.58532163742697
182,94.16145255474467
183,112.58532163742697
185,112.58532163742697
187,112.58532163742697
188,94.16145255474467
189,94.16145255474467
191,94.16145255474467
192,112.58532163742697
193,94.16145255474467
194,112.58532163742697
195,94.16145255474467
196,112.58532163742697
198,94.16145255474467
199,112.58532163742697
201,103.63915384615376
204,94.16145255474467
205,103.63915384615376
206,92.1433962264151
210,94.16145255474467
211,103.63915384615376
216,112.58532163742697
219,117.09285714285711
220,94.16145255474467
221,112.58532163742697
226,112.58532163742697
227,94.16145255474467
228,112.58532163742697
230,112.58532163742697
231,94.16145255474467
235,117.09285714285711
236,94.16145255474467
238,112.58532163742697
242,103.63915384615376
243,94.16145255474467
244,79.12962962962963
245,112.58532163742697
247,112.58532163742697
248,94.16145255474467
249,94.16145255474467
250,112.58532163742697
251,94.16145255474467
253,117.09285714285711
254,94.16145255474467
256,94.16145255474467
257,94.16145255474467
258,112.58532163742697
259,94.16145255474467
262,77.72953271028037
266,92.1433962264151
267,112.58532163742697
272,103.63915384615376
273,112.58532163742697
275,94.16145255474467
276,112.58532163742697
279,94.16145255474467
280,103.63915384615376
283,94.16145255474467
285,112.58532163742697
288,112.58532163742697
289,92.1433962264151
290,103.63915384615376
291,94.16145255474467
292,112.58532163742697
293,112.58532163742697
296,94.16145255474467
297,112.58532163742697
298,117.09285714285711
299,94.16145255474467
304,94.16145255474467
305,103.63915384615376
306,94.16145255474467
307,112.58532163742697
311,112.58532163742697
313,112.58532163742697
314,94.16145255474467
316,94.16145255474467
324,92.1433962264151
327,94.16145255474467
329,94.16145255474467
330,112.58532163742697
337,103.63915384615376
338,94.16145255474467
339,103.63915384615376
340,94.16145255474467
343,94.16145255474467
345,117.09285714285711
346,94.16145255474467
347,112.58532163742697
349,112.58532163742697
350,94.16145255474467
352,112.58532163742697
353,94.16145255474467
354,77.72953271028037
357,94.16145255474467
358,112.58532163742697
362,112.58532163742697
364,117.09285714285711
365,103.63915384615376
366,94.16145255474467
367,112.58532163742697
368,94.16145255474467
370,77.72953271028037
373,94.16145255474467
377,94.16145255474467
378,112.58532163742697
382,103.63915384615376
384,112.58532163742697
390,92.1433962264151
392,112.58532163742697
393,112.58532163742697
395,94.16145255474467
396,103.63915384615376
399,79.12962962962963
406,112.58532163742697
408,112.58532163742697
409,94.16145255474467
410,77.72953271028037
412,112.58532163742697
413,94.16145255474467
419,92.1433962264151
420,112.58532163742697
421,94.16145255474467
430,108.91923076923078
434,94.16145255474467
436,94.16145255474467
437,94.16145255474467
438,94.16145255474467
439,112.58532163742697
440,94.16145255474467
443,112.58532163742697
446,94.16145255474467
448,94.16145255474467
452,94.16145255474467
453,103.63915384615376
457,103.63915384615376
458,94.16145255474467
459,117.09285714285711
460,103.63915384615376
462,103.63915384615376
464,103.63915384615376
465,117.09285714285711
467,117.09285714285711
471,112.58532163742697
472,77.72953271028037
473,94.16145255474467
475,94.16145255474467
480,94.16145255474467
488,112.58532163742697
